August 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Lychner,93.8,95.5,95.0,93.3,94.0,94.1,95.1,97.9,97.4,95.3,95.8,98.0,91.3,98.5,95.8,100.3,98.6,97.7,98.4,97.3,98.4,98.0,97.6,97.1,99.9,88.7,84.3,95.2,87.3,90.0,89.1
Lynaugh,86.6,89.9,86.7,89.7,85.1,85.7,88.3,88.3,88.9,86.1,86.8,89.8,89.9,87.5,89.0,86.7,90.7,88.5,88.8,84.9,89.7,88.9,92.6,92.3,85.5,91.0,83.8,84.4,87.9,84.9,82.1
Mcconnell,88.8,90.0,89.0,89.2,89.1,90.7,91.8,90.7,89.9,89.3,92.8,91.0,92.0,93.2,90.0,92.6,91.2,92.7,91.1,92.1,94.1,95.2,91.0,91.8,91.3,86.0,84.1,89.0,89.5,88.0,90.7
Memorial,87.9,85.0,84.6,86.7,86.4,88.6,87.4,86.7,87.5,85.8,88.7,84.1,87.1,86.0,86.3,88.5,90.1,89.2,87.2,86.6,87.3,88.1,89.3,88.2,87.6,78.1,83.1,85.6,83.4,81.0,78.4
Michael,88.9,90.2,89.7,90.2,87.1,89.5,89.0,89.9,89.6,88.5,90.3,89.5,89.3,90.3,90.5,90.4,90.1,90.2,91.8,90.9,90.7,89.3,91.1,88.7,89.4,89.1,88.4,86.5,85.5,84.4,87.0
Middleton,94.0,97.2,98.0,96.8,97.0,97.8,99.0,102.2,96.1,96.4,97.8,97.9,98.6,98.1,98.6,97.7,99.0,100.8,99.6,101.2,99.9,101.7,102.9,98.6,93.2,92.3,91.2,89.2,90.4,85.2,89.0
Montford,93.5,94.1,92.6,91.4,92.1,89.9,88.8,96.9,91.3,87.5,93.9,90.3,92.1,92.6,95.5,93.3,91.1,92.4,94.6,92.4,94.9,92.9,92.5,88.3,91.3,92.6,88.6,88.6,88.7,77.1,82.7
"Moore, C.",95.6,93.3,93.1,93.1,95.3,95.3,97.9,97.5,90.0,91.4,90.6,95.1,94.8,94.3,94.7,96.6,94.8,99.6,97.4,97.0,93.5,93.3,94.7,94.3,94.1,97.2,97.5,93.3,94.0,89.0,91.2
Murray,89.2,85.3,88.6,86.7,89.2,99.3,94.5,91.1,90.2,89.5,98.9,95.5,99.7,85.8,86.8,86.2,86.4,96.6,95.4,99.2,93.4,91.2,90.7,94.2,85.7,91.1,95.0,92.7,93.3,85.3,86.2
O'Daniel,94.8,99.6,95.6,92.8,97.6,94.7,90.2,96.3,91.1,92.7,89.5,95.5,93.8,95.3,95.4,92.7,92.1,94.0,92.6,97.7,96.1,94.7,98.3,94.2,91.0,86.0,90.7,85.3,91.0,91.6,89.5
Plane,89.1,93.3,86.8,90.8,90.4,89.5,90.6,90.6,91.2,92.1,93.2,90.9,89.4,91.7,90.8,90.8,91.2,90.9,90.6,91.3,90.0,89.1,90.5,91.4,96.0,79.7,78.2,88.2,86.9,84.9,84.2
August 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Polunsky,89.8,90.4,91.1,90.1,92.4,90.2,91.4,92.3,90.2,90.6,91.4,90.6,91.4,92.4,93.3,91.7,91.5,92.9,91.9,93.2,93.0,92.7,92.7,91.8,91.6,88.3,88.3,88.5,88.0,86.4,85.3
Powledge,89.3,88.7,91.7,89.3,89.1,90.7,90.7,91.1,89.3,89.1,89.9,90.4,89.6,93.8,89.9,89.5,90.0,90.2,96.8,90.9,90.1,91.7,90.2,89.9,89.7,92.1,89.0,87.9,86.5,85.2,86.5
Ramsey,90.2,90.8,91.8,87.9,90.2,91.2,92.3,90.9,93.2,100.1,101.3,91.5,81.9,91.6,90.1,91.7,92.3,92.4,92.1,93.6,92.8,92.6,92.3,91.5,91.2,85.5,83.5,86.8,85.4,83.5,84.6
Roach,96.4,93.1,92.1,92.6,91.6,89.2,93.1,94.9,89.0,82.9,92.0,91.1,94.3,93.9,97.8,91.4,91.7,92.1,93.5,92.7,95.6,92.6,95.7,93.5,95.8,92.0,89.1,89.0,88.9,84.3,83.2
Robertson,95.1,97.3,94.8,95.6,93.0,94.9,99.6,98.3,92.6,95.2,95.7,93.7,95.2,95.4,96.3,98.2,99.3,98.2,98.3,98.3,99.5,101.8,99.1,97.1,92.1,90.8,89.8,89.0,88.4,87.9,85.5
Sanchez,86.4,92.2,88.5,85.6,86.0,89.5,86.9,90.2,87.3,85.5,91.5,89.9,91.3,88.4,88.7,90.5,86.5,87.7,91.2,88.1,92.7,95.0,88.3,87.6,86.2,85.9,81.3,81.8,85.6,85.3,79.6
Segovia,91.9,92.5,92.0,90.4,94.5,95.3,95.1,94.2,91.9,95.3,88.6,92.7,94.3,94.2,95.8,93.4,93.4,93.2,91.9,93.2,97.7,94.2,94.5,89.8,94.2,87.1,91.2,89.5,87.1,89.7,92.8
Smith,89.6,90.2,89.5,88.1,86.3,87.0,89.2,90.3,88.5,88.3,89.2,89.2,89.7,89.0,90.5,89.7,90.5,91.2,90.5,90.0,91.2,92.1,91.6,90.9,89.9,89.5,87.2,86.1,85.6,84.6,82.6
Stevenson,89.5,89.3,91.3,92.3,90.3,90.5,92.5,91.4,92.4,92.0,92.3,91.7,91.6,91.4,90.5,92.0,91.7,92.5,92.2,93.2,94.2,93.5,92.4,92.0,93.4,86.8,90.6,88.9,87.5,89.5,89.3
Stiles,89.5,89.3,91.5,91.0,89.1,90.2,92.1,90.2,89.8,93.0,92.0,89.8,88.6,90.4,90.8,90.0,91.2,90.2,89.0,91.8,90.2,89.5,91.3,90.3,90.2,83.0,84.9,85.5,82.5,81.8,83.4
Stringfellow,93.9,92.3,92.8,89.9,91.2,89.5,91.0,87.4,84.2,87.7,92.8,89.1,89.8,90.6,92.1,91.6,90.1,91.7,91.6,91.6,88.6,88.6,89.4,89.7,87.3,83.7,81.9,87.1,83.8,81.8,81.3
Telford,87.1,88.9,88.0,87.7,88.8,89.5,90.7,88.0,87.8,89.1,85.7,89.4,91.6,89.5,90.3,91.4,89.5,91.3,90.2,87.8,88.6,86.3,86.1,87.4,88.7,87.3,90.0,89.0,87.9,86.1,86.3
Terrell,91.7,92.6,89.4,90.1,91.2,92.0,92.9,93.1,93.7,96.0,96.0,93.0,92.3,91.7,91.3,91.7,92.1,93.0,93.1,93.2,93.4,93.0,92.7,88.9,91.8,84.8,81.7,87.3,86.5,78.8,85.6
Torres,87.9,90.7,90.4,89.5,90.3,91.1,90.0,88.0,88.9,90.9,90.9,89.2,89.8,91.1,92.4,92.5,92.2,92.4,91.7,93.3,96.8,96.2,94.4,92.5,92.6,93.9,89.0,90.5,87.1,87.2,85.5
Vance,94.1,94.2,92.4,95.7,94.8,95.4,95.2,96.1,96.5,92.6,93.2,94.0,93.5,96.5,95.8,95.1,95.8,95.6,94.6,95.0,97.1,97.1,95.8,95.6,94.8,86.7,87.6,90.0,89.5,74.7,89.1
Wainwright,88.8,90.8,90.6,90.2,89.7,90.1,92.1,88.4,89.4,87.6,87.6,88.0,89.0,89.9,87.7,86.7,88.6,90.0,89.9,89.8,89.3,89.3,88.0,90.4,88.5,87.5,85.5,86.4,84.1,81.4,82.8
Wallace,93.4,94.1,95.3,94.0,93.2,97.0,97.1,94.5,92.0,91.3,96.1,92.3,93.3,94.3,94.2,94.8,92.8,94.6,95.7,95.5,95.3,94.9,95.1,95.4,94.2,93.2,89.6,86.1,88.2,88.3,89.5
Wheeler,83.4,86.5,84.7,82.7,83.7,86.3,87.9,88.5,80.6,81.7,84.2,82.4,85.8,82.0,81.7,82.5,84.5,84.6,83.7,84.7,85.1,81.7,86.0,87.2,85.8,79.6,77.8,80.3,77.9,73.8,79.7
Woodman,88.7,93.8,89.7,91.7,93.0,94.2,91.3,94.2,92.3,94.1,94.9,93.1,94.6,93.9,92.0,93.9,95.4,93.2,96.8,100.6,99.6,100.1,96.1,92.1,90.3,90.1,89.6,92.2,91.7,89.0,90.2
Wynne,89.1,92.0,91.8,92.0,90.9,93.3,92.3,93.3,92.1,91.3,92.0,92.7,93.0,92.1,92.6,93.1,93.5,94.3,94.0,94.2,93.4,93.3,92.6,91.6,91.4,86.2,83.9,87.5,81.1,85.2,84.5
Young,91.7,92.6,95.5,90.2,94.2,91.4,92.0,93.4,93.5,91.1,91.0,89.1,91.2,93.1,91.2,94.3,93.1,96.1,94.6,96.1,95.7,94.7,90.1,92.4,93.0,86.1,81.7,89.6,82.7,79.8,85.2
