May 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Connally,88.9,87.1,85.9,84.0,79.0,91.4,95.7,96.7,88.5,91.6,86.4,95.1,76.2,85.8,86.5,86.4,76.9,83.7,86.0,95.3,98.5,98.0,99.1,100.9,100.6,104.3,99.0,103.3,95.1,98.6,92.3
Crain,78.4,79.7,76.3,74.3,80.8,80.2,87.0,88.3,92.7,80.2,82.4,69.2,79.6,80.5,83.4,73.3,80.7,85.8,87.6,86.9,85.0,87.7,80.4,85.3,88.8,88.2,90.4,84.4,89.4,89.2,81.0
Dalhart,80.7,79.2,77.9,77.3,77.5,76.7,77.2,77.3,77.8,78.3,77.9,78.3,77.9,79.3,79.5,77.3,78.0,80.1,80.0,80.1,79.7,78.3,78.5,79.2,79.7,80.4,80.5,83.1,80.1,82.4,79.8
Daniel,76.9,77.8,78.1,73.9,74.2,72.6,76.7,77.0,77.6,77.1,74.9,71.9,77.1,77.4,76.9,76.5,76.6,77.1,79.2,80.1,80.4,81.2,82.4,80.8,81.9,81.4,82.5,78.8,71.5,77.9,79.8
Dominguez,81.5,82.7,83.6,81.8,82.2,85.1,89.9,86.4,88.8,88.9,85.1,88.2,77.2,84.8,84.9,79.5,83.9,89.8,89.2,89.7,92.3,92.4,88.6,88.1,91.5,88.7,100.3,88.6,86.4,86.9,85.3
Ellis,74.3,75.8,74.2,75.4,76.8,81.7,87.8,84.8,83.7,77.3,84.5,78.7,75.3,84.4,83.6,80.8,77.3,82.7,86.5,86.8,89.2,84.5,82.2,85.6,88.9,87.9,87.7,79.8,88.1,87.1,78.5
Estelle,83.2,78.1,75.1,75.4,80.6,83.1,83.6,83.1,84.6,82.8,80.9,77.8,74.8,84.6,81.9,81.0,78.4,81.0,85.6,91.5,85.1,86.8,87.9,87.2,93.4,93.8,82.8,78.3,81.6,83.8,78.6
Ferguson,84.1,87.1,78.5,79.6,82.4,82.4,86.3,84.3,85.9,83.6,81.0,75.3,79.0,81.8,83.7,80.1,82.8,82.5,87.5,86.2,88.4,88.7,85.2,89.9,89.8,87.9,89.4,80.1,84.6,87.4,80.1
Formby,84.7,81.5,78.2,67.9,74.8,81.9,83.7,82.4,77.9,82.1,76.8,73.5,78.5,80.6,82.5,80.6,80.1,84.5,87.7,92.0,84.9,77.8,82.9,79.0,85.7,81.4,84.4,82.7,81.6,81.4,84.6
Garza East,85.6,84.6,88.0,90.6,87.8,94.0,92.1,92.4,96.1,90.6,82.3,86.4,79.2,92.9,89.9,80.6,74.1,92.3,95.2,94.6,94.2,91.6,92.2,94.4,94.7,92.2,95.2,96.9,94.6,94.6,91.4
Garza West,88.5,85.3,85.8,91.2,85.1,89.0,94.0,94.9,97.7,92.7,83.5,91.3,78.8,94.9,94.0,86.0,80.6,94.7,97.6,96.9,96.3,95.3,95.1,97.2,98.3,96.9,101.5,99.7,95.8,97.8,100.3
Gist,83.3,73.6,73.8,82.8,80.9,84.9,86.1,87.1,84.7,86.2,84.2,78.6,83.5,85.3,89.8,78.9,77.7,91.6,91.9,90.1,89.8,87.6,89.7,89.4,91.4,88.2,93.7,79.5,87.2,84.2,79.5
Goodman,84.0,72.9,73.9,77.6,79.8,89.9,85.5,87.7,85.6,82.6,81.7,68.6,84.6,83.5,84.9,82.8,79.3,87.8,87.9,86.4,79.7,86.4,85.1,82.8,86.7,84.8,88.1,71.6,82.5,77.9,75.9
Goree,82.3,75.9,78.7,76.1,79.9,83.1,88.0,91.0,92.9,82.0,79.9,75.7,74.0,79.0,82.8,82.0,76.0,83.4,83.2,87.0,95.5,94.5,93.5,94.0,98.0,95.1,96.6,83.5,87.8,88.5,80.9
Hightower,82.1,75.8,72.6,80.5,77.3,81.4,83.1,82.3,82.6,81.9,80.4,78.7,78.6,83.7,82.3,80.8,76.6,81.5,86.1,85.9,85.7,85.3,86.9,84.8,87.5,87.3,88.2,79.9,84.6,84.4,81.7
Hilltop,88.0,75.3,72.6,73.0,81.2,78.6,85.7,88.6,85.0,78.0,76.3,75.8,71.7,77.4,77.8,74.7,76.7,79.8,82.7,83.3,81.8,83.2,75.1,80.6,95.4,97.1,91.5,83.7,81.3,84.2,76.5
Hobby,78.9,75.9,75.3,77.0,76.1,79.6,81.8,83.3,85.4,81.8,83.4,75.1,74.3,76.3,80.0,78.5,75.0,80.0,84.2,84.3,84.7,87.0,81.0,83.7,86.6,87.1,88.3,85.5,84.6,83.7,81.2
Holliday,82.3,83.5,77.1,84.1,86.2,93.8,94.2,94.3,94.1,84.1,80.1,73.9,78.6,79.3,86.6,75.6,80.2,86.4,88.5,90.3,87.1,95.6,87.1,88.6,91.6,87.6,87.5,78.5,85.1,86.0,78.2
Hughes,79.7,78.1,77.0,77.4,80.0,82.0,85.0,85.9,83.9,80.4,80.7,72.6,78.6,82.4,83.6,71.6,81.0,85.6,87.5,85.7,82.2,82.9,77.4,87.4,86.2,86.0,89.1,83.5,79.5,84.7,78.4
Huntsville,82.3,77.8,73.3,79.6,79.1,80.8,85.5,83.2,84.8,80.0,81.9,77.5,77.3,81.0,84.2,80.5,77.3,85.0,85.3,86.6,86.1,87.8,85.8,88.7,87.8,88.5,88.7,79.4,85.6,86.8,80.4
Hutchins,83.3,82.5,83.5,82.6,82.0,83.8,88.0,88.7,85.7,84.7,83.2,73.1,81.2,84.5,86.3,74.9,83.2,85.7,86.2,87.7,86.4,86.4,87.4,87.8,87.3,89.5,91.1,81.5,85.5,76.8,83.7
Jester III,84.0,78.7,81.1,85.8,80.2,85.5,92.5,91.0,89.6,84.4,80.9,87.5,80.0,84.5,86.0,83.6,78.2,82.9,91.5,90.6,93.9,89.2,91.6,94.3,90.2,91.2,97.5,78.5,92.4,92.9,80.6
Jordan,79.2,77.1,76.2,71.2,76.5,78.0,78.2,78.0,78.7,77.5,74.4,74.7,78.0,79.2,80.2,78.2,80.1,82.6,82.1,81.1,81.6,78.6,79.3,77.7,80.4,78.7,80.4,81.2,80.4,80.6,80.6
Lewis,84.2,72.4,87.1,78.6,83.7,83.2,85.6,89.5,87.1,82.5,81.2,69.2,82.0,82.4,82.0,81.2,75.0,85.0,84.1,89.6,94.0,95.5,92.7,94.8,98.4,95.2,98.5,79.6,91.4,91.2,79.9
Lopez,87.7,90.5,89.0,83.1,88.6,87.2,89.3,92.1,96.7,90.2,87.6,90.4,94.7,92.4,88.1,86.8,85.3,90.5,94.5,90.8,97.0,94.5,96.5,95.0,93.9,95.5,93.0,94.9,89.8,94.6,89.8
Luther,82.5,79.4,79.1,81.9,82.9,81.1,94.6,83.5,95.6,81.7,80.5,75.4,83.1,80.1,81.8,80.1,78.2,79.4,82.5,82.7,85.0,85.3,85.8,87.0,90.1,86.4,86.8,81.2,83.5,86.0,78.0
Lychner,83.9,78.1,78.7,85.8,81.1,88.0,88.8,88.5,88.2,87.6,82.2,80.5,76.4,87.4,90.5,85.0,80.1,87.7,89.3,90.9,90.8,90.2,91.1,94.1,88.7,90.7,93.1,79.9,90.6,90.8,85.9
Lynaugh,80.6,86.6,81.6,84.3,78.6,80.3,84.8,83.6,85.0,76.8,76.1,84.6,80.4,85.8,84.2,82.5,80.6,85.0,86.7,85.7,86.5,85.1,87.1,87.4,85.3,86.0,92.1,83.1,85.0,87.2,89.5
Mcconnell,82.0,82.6,83.4,84.7,82.3,84.5,87.4,87.6,90.8,87.1,82.6,86.9,78.5,84.9,87.4,82.8,76.7,84.9,87.5,89.9,90.4,89.8,88.8,91.6,91.2,87.6,93.0,90.8,89.2,89.2,87.6
Memorial,80.3,76.9,83.4,84.4,82.0,82.3,81.6,81.9,84.4,84.9,80.6,83.6,79.7,81.6,84.0,81.1,85.5,83.2,82.0,83.3,86.3,83.4,84.6,84.2,84.1,85.3,85.1,74.6,84.4,85.0,81.2
Michael,83.0,81.1,78.5,82.7,82.2,83.2,87.1,84.6,92.1,81.3,81.8,77.6,79.9,80.3,80.1,80.7,79.9,83.3,84.8,83.1,84.8,86.2,80.5,83.7,84.1,84.8,85.8,83.3,87.7,84.4,79.8
Middleton,85.5,85.3,82.6,79.4,80.1,82.3,82.1,84.1,84.5,79.8,77.0,73.5,81.5,83.5,84.3,73.6,80.2,88.2,98.1,90.2,91.0,86.6,85.1,89.0,90.7,94.0,96.1,88.8,86.8,78.4,87.1
Montford,85.1,82.6,81.9,77.1,77.7,80.7,79.0,81.1,80.0,78.2,56.8,62.3,79.9,85.2,84.5,71.7,78.2,92.1,85.5,85.3,81.9,80.1,80.9,80.8,87.1,84.6,85.5,83.8,84.2,80.5,86.1
"Moore, C.",90.5,90.1,86.9,91.0,82.2,89.1,87.9,89.7,78.2,81.2,82.5,69.8,82.7,80.6,85.2,74.6,77.3,81.2,91.4,91.5,84.6,78.8,88.4,89.3,85.6,93.4,93.9,81.5,86.2,70.2,83.5
Murray,84.3,83.9,80.6,82.6,80.1,79.7,84.6,89.2,89.1,75.2,77.5,71.2,81.6,84.9,79.9,74.5,83.0,80.7,81.2,80.2,78.2,88.3,84.1,86.1,97.3,85.0,91.2,83.0,82.8,82.4,85.7
O'Daniel,78.1,75.9,75.5,73.4,74.9,80.1,85.6,94.7,89.2,79.8,77.0,72.3,73.0,81.6,80.6,73.9,76.3,81.5,85.1,84.1,83.1,84.0,76.3,92.3,96.4,96.3,103.1,83.1,82.6,85.3,79.5
Plane,84.0,74.9,70.1,83.2,79.5,85.6,88.5,85.7,85.7,83.6,80.4,79.3,77.9,80.1,80.3,82.5,78.8,92.3,90.4,85.5,88.3,81.9,84.0,86.0,88.0,90.0,91.0,85.8,89.0,90.2,86.0
Polunsky,83.2,74.8,74.1,77.3,78.1,85.6,91.5,83.5,83.8,83.3,81.4,76.6,77.2,78.6,80.3,81.7,78.7,84.5,85.4,80.0,84.6,86.5,85.7,87.4,87.3,88.0,87.4,81.5,84.1,84.0,78.0
Powledge,81.9,72.7,81.2,80.5,83.1,80.2,83.0,84.4,86.9,83.1,82.6,77.7,77.3,79.3,80.7,77.9,73.8,81.1,85.9,88.9,84.1,87.4,77.5,86.7,86.5,88.7,89.3,84.1,78.9,84.5,82.7
May 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Ramsey,87.2,77.9,80.1,83.9,79.3,89.1,91.2,81.9,96.7,84.8,82.1,90.1,80.6,83.5,88.4,91.4,76.4,82.0,85.7,85.6,87.2,87.1,87.3,94.3,101.4,89.9,90.0,80.0,86.5,87.7,85.5
Roach,79.2,79.6,71.4,72.4,70.6,78.6,78.4,77.1,76.5,77.3,75.3,73.2,75.5,77.7,79.5,74.3,77.6,80.1,83.6,84.8,84.2,77.9,82.1,80.6,85.3,84.1,80.4,82.6,81.1,80.2,79.1
Robertson,84.3,80.4,78.6,77.7,80.2,79.6,79.0,83.7,78.8,76.2,75.9,71.8,79.9,78.5,81.7,73.7,74.9,83.2,84.9,89.0,83.9,83.8,81.7,85.5,87.5,89.7,89.7,84.1,81.5,77.4,81.9
Sanchez,79.8,78.1,77.6,79.0,78.9,76.8,79.1,79.9,78.6,80.5,80.2,78.2,80.0,82.5,81.9,79.8,80.0,80.2,80.4,82.3,82.1,82.9,82.0,80.2,83.0,81.6,83.6,88.3,89.6,88.0,85.5
Segovia,88.2,88.8,88.6,87.1,87.5,88.3,89.8,94.0,95.5,88.7,84.0,89.2,93.7,89.5,90.1,91.4,81.0,88.5,92.0,94.2,94.9,94.0,92.3,95.4,94.8,95.0,93.5,95.5,88.9,93.6,90.5
Smith,73.9,76.0,74.9,73.1,69.3,74.9,72.8,76.0,74.6,73.8,72.6,70.9,74.2,77.1,75.2,74.3,70.5,78.6,82.0,80.2,81.2,78.0,81.7,74.9,83.0,83.7,83.6,82.5,80.5,80.6,79.2
Stevenson,84.6,80.8,82.6,84.7,82.5,83.5,87.8,88.5,89.4,88.7,83.8,86.6,82.6,84.2,86.2,83.8,79.3,86.8,88.4,88.0,89.7,90.5,90.2,92.0,92.8,91.4,95.4,87.7,87.7,91.4,87.5
Stiles,81.8,74.8,75.1,78.2,78.1,80.7,81.0,82.6,82.0,83.9,81.3,80.0,81.6,81.0,84.3,82.3,79.3,84.7,83.3,83.6,84.3,84.4,87.0,85.7,87.9,87.0,89.5,84.8,83.3,84.8,78.4
Stringfellow,82.7,79.0,81.0,84.0,78.7,83.8,83.3,85.4,86.4,83.9,79.4,80.3,77.8,81.7,88.0,81.1,74.1,82.8,84.5,85.0,86.1,82.4,88.4,88.7,88.1,88.7,86.4,72.7,85.0,87.7,80.7
Telford,80.2,78.6,84.6,80.7,75.2,79.4,84.1,81.2,85.2,82.1,79.7,71.0,73.5,82.3,81.3,74.1,78.7,81.8,83.9,82.2,85.3,81.3,81.2,83.2,84.0,84.7,87.7,74.3,78.4,79.3,79.4
Terrell,84.2,79.7,81.4,84.5,78.8,85.4,86.0,87.4,87.7,86.6,80.3,81.6,81.1,85.5,87.5,83.8,75.2,86.0,87.5,88.2,88.6,88.0,89.5,89.5,91.3,90.7,91.4,83.7,86.6,88.8,84.8
Torres,82.6,81.5,89.5,84.0,82.1,83.6,83.7,84.0,87.7,85.0,81.1,83.4,82.5,82.3,84.7,83.0,83.1,83.4,92.0,87.5,86.9,89.2,86.4,86.4,90.5,88.3,90.7,90.5,86.4,91.4,89.4
Vance,83.2,75.3,79.0,89.1,81.2,86.1,87.2,87.6,88.7,84.3,80.8,84.9,78.3,84.7,90.8,82.2,75.3,86.3,89.6,88.7,90.6,90.5,92.1,91.5,92.8,92.1,92.2,82.0,89.3,90.9,83.0
Wainwright,83.5,78.3,73.8,79.9,80.7,85.8,86.0,86.0,86.2,86.4,82.2,74.3,77.9,82.0,82.0,82.5,80.7,83.5,85.5,85.6,84.5,97.9,83.5,84.8,85.5,86.5,86.7,85.5,90.6,94.1,78.9
Wallace,84.9,88.5,76.7,76.1,79.5,82.7,81.4,85.7,84.2,80.0,70.7,74.4,81.0,82.5,80.1,79.6,80.7,84.3,84.5,86.4,84.7,85.3,86.5,87.1,88.7,86.8,91.4,88.4,88.9,80.5,91.4
Wheeler,74.5,73.5,74.3,72.6,73.5,74.4,76.9,73.3,73.8,73.4,78.8,70.6,77.3,74.3,75.6,75.6,76.1,87.1,86.6,80.1,84.1,78.3,82.1,77.8,82.1,85.8,86.8,81.9,81.4,80.6,75.2
Woodman,77.6,77.4,74.2,74.5,78.7,81.8,85.7,86.8,86.7,80.3,82.1,72.1,78.4,84.2,87.7,60.6,79.9,85.2,86.2,86.4,83.0,87.5,78.6,85.6,91.1,90.3,91.7,79.7,85.0,80.7,82.3
Wynne,86.9,76.7,75.5,83.3,80.7,83.2,95.3,85.3,86.4,83.2,80.3,74.1,76.1,80.0,84.7,81.5,75.9,84.0,86.4,88.9,87.9,82.9,87.5,88.9,89.4,89.0,88.7,75.5,85.0,87.3,78.5
Young,80.5,73.4,79.4,82.7,76.8,82.6,84.4,84.4,84.0,84.4,77.6,82.6,82.6,86.4,86.5,82.5,75.3,86.4,86.9,86.4,86.8,87.0,87.1,87.3,88.1,87.6,90.5,80.0,84.5,88.0,80.6
