April 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Gist,79.3,80.2,78.1,79.9,83.9,79.8,79.9,78.9,78.3,78.1,79.0,79.4,81.3,81.6,78.6,80.1,78.6,84.6,86.2,79.3,74.5,75.1,76.8,84.3,86.4,80.4,84.2,79.8,72.1,85.0
Goodman,83.0,82.0,76.2,78.4,82.6,83.3,84.3,71.6,74.3,74.4,78.5,79.0,79.3,77.8,81.3,82.7,84.2,80.6,83.5,70.8,73.2,78.4,78.9,79.8,79.3,84.5,86.0,84.6,77.7,83.0
Goree,77.6,77.8,76.6,77.4,77.7,79.1,82.0,79.1,80.4,76.4,77.6,78.6,78.0,79.1,80.1,80.4,84.5,83.7,83.5,76.9,77.2,77.0,75.6,75.0,73.9,79.8,76.5,80.0,80.6,80.6
Hightower,77.6,83.8,74.9,80.7,83.3,76.9,79.2,75.7,78.3,75.8,80.4,77.6,79.1,79.3,78.6,78.7,77.4,81.2,80.9,77.6,72.2,75.3,75.6,80.0,78.6,77.9,80.4,80.3,80.7,81.4
Hilltop,74.0,76.8,76.9,77.0,77.3,74.2,74.5,76.6,74.5,71.1,77.6,77.0,75.2,74.7,76.3,76.4,75.7,75.1,78.3,71.3,70.2,69.2,75.0,73.5,73.8,73.1,74.5,73.9,73.8,76.7
Hobby,81.0,75.7,74.8,74.5,79.0,79.6,76.5,78.1,75.8,71.6,74.9,76.5,76.0,75.8,78.2,76.7,78.8,80.9,77.5,73.6,71.8,73.2,74.8,75.3,78.3,79.2,80.0,76.6,76.4,74.8
Holliday,83.1,80.2,77.1,78.5,79.8,82.5,79.5,82.6,85.0,77.8,78.0,77.8,76.1,78.1,81.0,81.5,81.4,81.2,83.7,77.1,73.7,72.4,73.4,80.1,84.4,83.9,85.6,85.9,79.5,80.0
Hughes,80.1,77.1,80.0,77.6,80.4,75.4,78.0,78.4,72.7,71.2,73.8,77.5,77.7,80.4,78.9,79.3,78.2,82.0,73.9,75.8,70.7,76.6,76.6,76.4,75.6,77.6,80.1,78.2,80.8,84.2
Huntsville,80.2,77.7,77.0,78.7,80.7,80.4,81.0,73.9,81.9,75.2,75.2,77.8,77.9,78.6,78.7,80.5,79.6,82.3,80.5,73.6,70.0,77.4,73.6,77.6,78.3,83.1,81.2,82.0,81.2,82.6
Hutchins,80.1,74.9,75.8,80.1,82.0,79.6,80.2,81.0,76.1,72.2,76.9,79.4,80.5,81.3,80.1,82.1,84.6,82.6,76.9,70.2,76.8,75.8,76.8,80.9,79.1,76.8,83.3,78.4,82.9,82.8
Jester III,80.7,79.9,76.9,77.7,79.6,77.9,81.5,81.6,80.1,77.8,76.9,79.1,79.0,81.0,81.4,82.3,82.7,86.7,85.2,86.2,78.0,77.6,78.2,82.2,80.4,80.4,84.3,84.5,80.9,86.3
Jordan,77.0,76.5,76.0,79.1,76.9,75.1,71.6,75.1,78.2,77.0,77.2,77.8,80.2,78.6,78.7,77.7,79.1,76.8,77.0,76.6,78.4,78.2,78.6,79.5,79.4,79.2,77.8,78.8,78.9,78.4
Lewis,80.1,81.0,76.3,76.4,79.2,80.1,82.7,79.3,75.6,74.7,79.1,78.8,84.0,78.8,81.5,83.0,82.1,83.8,83.4,76.9,77.3,77.1,83.2,79.5,79.9,81.8,84.0,82.2,82.4,81.2
Lopez,86.4,87.9,79.9,82.3,83.2,84.5,83.8,80.8,85.2,83.6,85.6,83.2,85.2,91.4,88.9,93.1,91.0,84.8,87.4,86.7,75.7,72.7,81.8,89.5,83.3,87.3,98.1,89.8,89.9,86.9
Luther,77.6,76.5,76.8,78.4,75.8,78.5,80.4,79.6,77.5,74.8,73.6,74.9,74.7,76.5,81.6,86.5,82.8,80.9,82.0,79.8,76.9,76.7,76.9,80.7,79.0,78.9,79.7,89.2,85.6,82.6
Lychner,84.9,83.1,78.1,80.3,83.3,80.1,86.3,82.2,78.2,77.2,81.2,80.6,80.7,80.9,79.6,80.8,85.7,86.4,85.7,82.9,75.7,76.7,78.0,85.1,77.6,83.8,88.9,86.1,83.6,84.7
Lynaugh,76.6,75.6,76.7,79.1,78.2,79.8,77.5,77.1,72.0,77.0,78.4,77.1,80.5,79.3,80.9,80.0,80.2,83.0,77.4,67.9,75.0,78.2,77.8,79.4,80.4,79.3,82.7,77.7,78.5,85.0
Mcconnell,81.1,79.2,75.6,79.8,82.5,78.6,80.1,79.3,83.7,74.3,76.8,79.9,81.5,81.6,79.7,80.7,84.2,83.1,84.1,84.9,73.8,73.9,75.3,79.5,82.4,83.3,84.6,83.5,85.7,85.6
Memorial,79.2,79.5,75.1,76.0,75.4,77.8,77.5,76.9,82.0,76.1,77.5,77.7,78.6,79.8,78.6,79.2,78.4,81.0,82.9,82.2,69.7,72.5,75.2,77.4,76.9,77.0,78.6,81.2,78.6,80.2
Michael,79.9,73.9,77.9,78.0,78.4,81.3,80.4,78.1,74.5,72.9,73.3,73.6,75.1,75.3,80.6,77.1,81.3,81.5,78.6,75.9,69.7,70.9,74.9,75.2,76.2,79.9,82.8,78.8,76.3,80.9
Middleton,85.8,77.4,79.0,84.0,87.6,84.9,79.7,84.5,77.1,77.6,82.8,82.0,87.7,89.7,89.3,84.4,87.1,81.0,71.0,66.4,69.8,77.0,80.1,80.4,81.6,81.3,80.6,80.1,82.5,88.0
Montford,76.0,76.5,75.3,77.1,78.6,77.3,74.5,75.0,77.0,76.9,75.9,79.9,80.6,83.6,82.1,79.1,82.9,76.7,76.4,78.2,77.3,77.1,83.6,77.1,81.6,80.7,79.5,78.9,78.8,85.1
"Moore, C.",84.9,68.4,78.6,78.4,81.7,79.2,79.1,82.1,74.9,72.0,76.9,81.2,81.6,81.7,82.1,83.9,84.3,83.2,77.4,60.5,77.3,77.8,82.0,79.6,80.5,73.9,73.2,80.8,87.5,90.1
Murray,77.9,72.5,79.0,74.1,80.2,73.3,75.8,77.4,77.4,71.1,74.1,78.3,78.4,77.5,80.9,82.5,80.1,82.2,74.7,72.3,77.0,77.2,74.0,79.2,80.2,79.4,79.7,79.6,85.5,86.7
O'Daniel,80.0,76.8,76.7,77.3,79.8,72.4,76.6,75.1,73.3,67.1,77.2,71.9,77.1,79.4,78.5,77.3,80.6,82.5,76.7,75.8,71.6,77.0,75.2,75.1,75.4,72.4,77.8,76.1,77.1,84.3
Plane,79.0,82.1,79.1,78.5,82.3,78.4,87.4,78.4,80.6,78.4,81.6,81.5,81.0,83.0,80.2,89.1,85.7,81.6,81.3,76.5,71.5,75.0,81.5,85.3,80.9,80.2,78.5,81.7,81.9,82.3
April 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Polunsky,76.5,77.8,73.8,75.9,76.3,82.0,80.3,77.4,76.8,77.4,75.2,75.7,79.0,79.1,77.0,82.0,79.2,80.4,81.0,79.4,74.4,73.3,75.7,80.3,77.1,79.4,79.9,80.4,79.6,84.6
Powledge,79.2,77.7,75.6,77.3,78.3,78.0,77.6,78.7,75.4,70.0,75.0,76.2,75.8,77.8,78.9,79.2,82.2,83.2,81.2,70.6,69.9,70.5,72.2,79.9,78.5,78.7,83.9,81.4,78.8,80.1
Ramsey,81.0,79.4,73.2,78.7,79.2,76.1,83.6,78.6,79.2,75.9,76.1,78.1,78.1,78.2,80.1,81.0,79.9,79.8,81.8,84.1,76.6,77.3,78.5,78.8,78.7,79.2,82.1,81.9,83.6,82.1
Roach,79.1,77.2,70.8,76.7,76.8,74.9,77.9,72.0,71.8,68.7,79.1,72.1,77.5,79.8,72.4,76.8,78.4,74.5,70.6,67.6,68.8,70.3,76.3,72.6,73.8,75.9,79.6,79.6,78.3,81.0
Robertson,77.6,77.0,77.1,76.1,79.6,78.2,75.5,79.4,72.1,69.6,76.9,75.3,77.9,80.0,79.6,80.4,83.7,79.0,76.5,74.2,76.1,79.6,77.7,78.5,77.7,79.0,85.0,77.3,79.3,79.8
Sanchez,74.9,70.2,70.3,81.9,80.0,80.0,76.5,76.7,69.4,78.0,79.2,81.0,80.7,79.5,79.4,79.2,82.4,84.7,80.5,78.7,71.8,81.3,86.6,83.8,80.6,75.6,74.8,70.0,77.5,80.0
Segovia,86.1,86.6,78.6,84.7,83.5,82.5,83.5,76.1,86.9,85.8,85.6,85.1,86.6,87.0,86.3,88.6,87.0,86.7,88.1,87.0,76.2,71.4,80.1,85.6,85.7,86.6,90.8,90.5,88.4,88.8
Smith,69.5,63.1,65.3,75.0,70.5,70.7,66.8,68.5,61.4,60.5,66.0,68.2,71.2,72.5,73.2,75.5,75.7,71.3,65.5,59.5,62.9,66.9,66.7,66.6,70.4,72.4,72.5,71.0,71.5,74.6
Stevenson,82.1,81.6,75.8,78.5,79.2,77.8,80.5,80.0,82.1,78.6,79.3,78.9,80.9,81.7,82.7,83.0,86.7,84.3,83.5,88.1,79.0,78.1,77.1,81.0,80.5,82.5,84.3,84.3,88.7,86.6
Stiles,77.1,78.6,76.9,77.2,78.3,77.3,78.2,78.0,77.3,77.0,77.2,75.8,77.2,77.7,76.8,79.0,80.3,79.8,81.2,71.2,70.2,72.2,74.4,77.7,79.0,78.6,71.6,70.7,76.3,79.6
Stringfellow,80.8,79.0,74.5,75.6,79.8,78.2,81.3,81.3,81.1,77.4,77.3,77.5,79.2,79.2,80.9,81.2,81.4,81.8,84.5,83.1,75.2,73.5,75.8,79.8,79.6,79.3,81.3,81.8,81.2,83.3
Telford,73.2,75.9,76.4,70.3,73.6,77.1,77.2,75.6,69.4,70.4,71.0,74.4,77.5,76.5,74.5,74.6,78.5,78.5,73.2,66.5,69.1,69.9,74.8,75.5,78.3,75.3,79.0,74.6,78.1,78.3
Terrell,81.4,82.3,75.7,81.7,82.7,77.9,82.6,80.7,82.3,76.8,79.7,78.5,80.2,82.0,81.7,82.0,82.9,81.7,84.2,82.7,73.2,74.5,75.1,81.8,80.7,81.4,84.1,82.0,82.3,84.3
Torres,72.3,77.6,77.2,84.7,83.5,79.8,81.4,77.8,84.7,79.7,82.2,80.0,80.8,82.3,82.5,81.5,87.1,81.0,80.7,83.2,73.8,77.2,76.9,79.8,82.2,86.1,87.3,84.5,84.8,83.1
Vance,83.9,81.2,77.7,79.9,82.1,79.6,82.9,80.5,79.7,75.5,80.6,80.8,82.8,82.7,80.3,82.7,82.0,86.5,85.6,85.2,73.2,78.1,77.2,84.5,82.4,84.4,84.9,85.8,81.8,86.5
Wainwright,80.2,78.7,77.0,77.8,79.8,78.2,77.9,79.6,74.6,71.6,76.4,77.8,79.1,81.0,77.2,80.2,80.6,83.8,81.5,76.3,75.0,73.6,74.5,74.8,78.6,81.6,83.6,83.7,77.8,79.5
Wallace,78.1,77.8,78.3,80.1,81.3,80.6,78.2,77.3,74.0,77.9,77.2,79.6,83.1,85.3,84.7,82.4,84.2,80.2,72.4,60.1,74.9,75.7,82.2,81.2,83.0,80.9,82.2,81.5,83.1,85.7
Wheeler,76.8,76.0,75.9,76.0,76.3,74.5,74.8,76.6,61.8,77.0,77.6,77.3,77.6,78.4,74.5,73.5,81.2,71.7,69.7,69.7,73.2,74.5,79.3,72.9,76.2,78.5,74.6,71.3,74.3,73.2
Woodman,78.5,71.8,77.8,79.0,82.1,73.3,81.8,77.7,74.5,69.9,77.6,76.6,81.6,81.2,80.8,82.3,80.7,84.8,68.0,64.5,69.4,71.6,74.2,79.0,77.8,74.0,79.3,75.6,80.8,82.8
Wynne,79.1,77.5,73.8,76.7,77.5,80.1,79.0,82.1,77.3,75.3,74.9,79.8,79.6,79.8,82.4,84.2,80.7,82.5,84.6,71.6,72.1,77.0,78.2,79.4,81.7,83.4,84.5,81.6,83.4,84.6
Young,77.1,82.2,75.7,79.3,83.3,76.8,79.1,77.6,78.7,77.7,80.9,79.6,79.0,78.6,78.5,79.0,78.8,79.2,81.7,79.8,71.2,73.1,77.9,78.7,77.4,78.3,80.8,80.0,78.1,80.4
